,Name,Party,State,Bill:,Congress-Session:,Category
996,Tim Scott,Republican Party,South Carolina,SJRes 24,115- 1,Cosponsor
997,Lindsey O. Graham,Republican Party,South Carolina,SJRes 24,115- 1,Cosponsor
998,Mike Rounds,Republican Party,South Dakota,SJRes 24,115- 1,Cosponsor
999,John Thune,Republican Party,South Dakota,SJRes 24,115- 1,Cosponsor
1000,Bob Corker,Republican Party,Tennessee,SJRes 24,115- 1,Cosponsor
1001,John Cornyn,Republican Party,Texas,SJRes 24,115- 1,Cosponsor
1002,Ted Cruz,Republican Party,Texas,SJRes 24,115- 1,Cosponsor
1003,Mike Lee,Republican Party,Utah,SJRes 24,115- 1,Cosponsor
1004,Shelley Moore Capito,Republican Party,West Virginia,SJRes 24,115- 1,Cosponsor
1005,Ron Johnson,Republican Party,Wisconsin,SJRes 24,115- 1,Cosponsor
1006,John A. Barrasso,Republican Party,Wyoming,SJRes 24,115- 1,Cosponsor
1007,Michael B. Enzi,Republican Party,Wyoming,SJRes 24,115- 1,Cosponsor
1008,Ronald E. Paul,Republican Party,Texas,HJRes 14,109- 1,Primary
1009,Jeff Flake,Republican Party,Arizona,HJRes 14,109- 1,Cosponsor
1010,Jeff Miller,Republican Party,Florida,HJRes 14,109- 1,Cosponsor
